brand,model,model_year,seen_date,category,frame_material,groupset,electronic,speeds,brake_type,weight_kg,new_price,currency,market,price_basis,specs,source_url,spec_source_url
Cube,Agree C:62 SLT Di2,,2026-09-23,road-race,carbon,Shimano Dura-Ace,ja,,schijfrem,7.2,4999.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: C:62® Advanced Twin Mold Technology, Full Internal Cable Routing, Integrated Seat Post Clamp, Flat Mount Disc, Storage Box Option, AXH, 12x142mm, UDH™; maat: 50cm, 53cm, 56cm, 58cm, 60cm, 62cm; starre vork: CUBE CSL Evo Aero C:62®, 1 1/8"" - 1 1/4"" Tapered, Flat Mount, 12x100mm; achterderailleur: Shimano Dura Ace Di2 ST-R9270; remmen: Shimano Dura Ace BR-R9270, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Shimano Dura Ace Di2 FD-R9250-F, Braze-On; trapaslagers: Acros Threadfit Ceramic; cranks: Shimano Dura Ace FC-R9200, Hollowtech II, 50x34T, 4iiii Precision 3+ Powermeter one side; cassette: Shimano Dura Ace CS-R9200, 11-34T; ketting: Shimano CN-M9100; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; stuurlint: ACID Bartape RC 2.5; banden: Continental Grand Prix 5000 S-TR, Kevlar, 30-622, Tubeless Ready; zadel: ACID Nuance SLT Carbon; zadelpen: Agree C:62 Aero, Comfort Flex; gewicht: 7,2 kg",https://www.cube.eu/nl-nl/cube-agree-c-62-slt-di2-blackpearl-n-switchwhite/1132900,
Cube,Agree C:62 SLX,,2026-09-23,road-race,carbon,SRAM Force,ja,,schijfrem,7.3,3999.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: C:62® Advanced Twin Mold Technology, Full Internal Cable Routing, Integrated Seat Post Clamp, Flat Mount Disc, Storage Box Option, AXH, 12x142mm, UDH™; maat: 47cm, 50cm, 53cm, 56cm, 58cm, 60cm, 62cm; starre vork: CUBE CSL Evo Aero C:62®, 1 1/8"" - 1 1/4"" Tapered, Flat Mount, 12x100mm; achterderailleur: Sram Force AXS™ E1; remmen: Sram Force AXS™ E1 HRD, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Sram Force AXS™ E1; trapaslagers: Sram DUB Road, 86mm Pressfit; cranks: Sram Force AXS™ E1, Powermeter Spindle, Dub, 48x35T; cassette: Sram Force XG-1270 E1, 10-36T; ketting: Sram Force E1; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; stuurlint: ACID Bartape RC 2.5; banden: Continental Grand Prix 5000 S-TR, Kevlar, 30-622, Tubeless Ready; zadel: ACID Nuance SLT Carbon; zadelpen: Agree C:62 Aero, Comfort Flex; gewicht: 7,3 kg",https://www.cube.eu/nl-nl/cube-agree-c-62-slx-slategrey-n-chrome/1132600,
Cube,Attain C:62 Race,,2026-09-23,road-race,carbon,Shimano 105,,,schijfrem,8.9,1699.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: C:62® Twin Mold Technology, Internal Cable Routing, Integrated Seat Post Clamp, Flat Mount Disc, Storage Box Option, AXH, 12x142mm; maat: 47cm, 50cm, 53cm, 56cm, 58cm, 60cm, 62cm; starre vork: CUBE CSL Race C:62 Disc, Full Carbon, 1 1/8"" - 1 1/4"" Tapered, Flat Mount, 12x100mm; achterderailleur: Shimano 105 ST-R7120; remmen: Shimano 105 BR-R7170, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Shimano 105 FD-R7100-F, Braze-On; trapaslagers: Shimano SM-BB71-41B, 86mm Pressfit; cranks: Shimano 105 FC-R7100, Hollowtech II, 50x34T; cassette: Shimano 105 CS-R7101, 11-34T; ketting: Shimano CN-M6100; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; Stuurpen: CUBE CIS Stem +/- 6°, FPI-Link; stuur: Cube Compact Race Bar 31.8 5° 120 NF; stuurlint: ACID Bartape RC 3.0; banden: Continental Grand Prix, Kevlar, 32-622; zadel: ACID Nuance Pro; zadelpen: CUBE Performance Post, 27.2mm; gewicht: 8,9 kg",https://www.cube.eu/nl-nl/cube-attain-c-62-race-carbon-n-coalchrome/1131300,
Cube,Attain C:62 SLT,,2026-09-23,road-race,carbon,Shimano Ultegra,ja,,schijfrem,7.8,2999.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: C:62® Twin Mold Technology, Internal Cable Routing, Integrated Seat Post Clamp, Flat Mount Disc, Storage Box Option, AXH, 12x142mm; maat: 47cm, 50cm, 53cm, 56cm, 58cm, 60cm, 62cm; starre vork: CUBE CSL Race C:62 Disc, Full Carbon, 1 1/8"" - 1 1/4"" Tapered, Flat Mount, 12x100mm; achterderailleur: Shimano Ultegra Di2 ST-R8170; remmen: Shimano Ultegra BR-R8170, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Shimano Ultegra Di2 FD-R8150-F; trapaslagers: Shimano SM-BB71-41B, 86mm Pressfit; cranks: Shimano Ultegra FC-R8100, Hollowtech II, 50x34T; cassette: Shimano Ultegra CS-R8101, 11-34T; ketting: Shimano CN-M8100; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; stuurlint: ACID Bartape RC 3.0; banden: Continental Grand Prix 5000 S-TR, Kevlar, 32-622, Tubeless Ready; zadel: ACID Nuance SLT Carbon; zadelpen: Newmen Advanced, Carbon, 27.2mm; gewicht: 7,8 kg",https://www.cube.eu/nl-nl/cube-attain-c-62-slt-carbon-n-white/1131900,
Cube,Attain C:62 SLX,,2026-09-23,road-race,carbon,Shimano 105,ja,,schijfrem,8.5,2499.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: C:62® Twin Mold Technology, Internal Cable Routing, Integrated Seat Post Clamp, Flat Mount Disc, Storage Box Option, AXH, 12x142mm; maat: 47cm, 50cm, 53cm, 56cm, 58cm, 60cm, 62cm; starre vork: CUBE CSL Race C:62 Disc, Full Carbon, 1 1/8"" - 1 1/4"" Tapered, Flat Mount, 12x100mm; achterderailleur: Shimano 105 Di2 ST-R7170; remmen: Shimano 105 BR-R7170, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Shimano 105 Di2 FD-R7150-F; trapaslagers: Shimano SM-BB71-41B, 86mm Pressfit; cranks: Shimano 105 FC-R7100, Hollowtech II, 50x34T; cassette: Shimano 105 CS-R7101, 11-34T; ketting: Shimano CN-M7100; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; stuurlint: ACID Bartape RC 3.0; banden: Continental Grand Prix TR, Kevlar, 32-622; zadel: ACID Nuance Pro; zadelpen: Newmen Advanced, Carbon, 27.2mm; gewicht: 8,5 kg",https://www.cube.eu/nl-nl/cube-attain-c-62-slx-bali-n-blue/1131610,
Cube,Attain Pro,,2026-09-23,road-race,aluminium,Shimano Cues,,,schijfrem,10.7,899.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: Aluminium 6061 T4/T6 Superlite, Road Comfort Geometry, Integrated Cable Routing, Flat Mount Disc, Integrated Seatpost Clamp, 12x142mm, AXH; maat: 47cm, 50cm, 53cm, 56cm, 58cm, 60cm, 62cm; starre vork: CUBE CSL Race C:62 Disc, Full Carbon, 1 1/8"" - 1 1/4"" Tapered, Flat Mount, 12x100mm; achterderailleur: Shimano Cues ST-U4030; remmen: Shimano Cues BR-U6030, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Shimano Cues FD-U6030-L, 31.8mm Clamp; trapaslagers: Samox BB8601, Pressfit; cranks: Shimano Cues FC-U6030-2, 46x32T; cassette: Shimano Cues CS-LG300, 11-36T; ketting: KMC xGlide; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; Stuurpen: CUBE CIS Stem +/- 6°, FPI-Link; stuur: Cube Compact Race Bar 31.8 5° 120 NF; stuurlint: ACID Bartape RC 3.0; banden: Continental Ultra Sport III, Draht, 32-622; zadel: ACID Nuance Lite; zadelpen: CUBE Performance Post, 27.2mm; gewicht: 10,7 kg",https://www.cube.eu/nl-nl/cube-attain-pro-surfblue-n-black/1130200,
Cube,Attain Race,,2026-09-23,road-race,aluminium,Shimano Cues,,,schijfrem,10.4,1099.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: Aluminium 6061 T4/T6 Superlite, Road Comfort Geometry, Integrated Cable Routing, Flat Mount Disc, Integrated Seatpost Clamp, 12x142mm, AXH; maat: 47cm, 50cm, 53cm, 56cm, 58cm, 60cm, 62cm; starre vork: CUBE CSL Race C:62 Disc, Full Carbon, 1 1/8"" - 1 1/4"" Tapered, Flat Mount, 12x100mm; achterderailleur: Shimano Cues ST-6030; remmen: Shimano Cues BR-U6030, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Shimano Cues FD-U6030-L, 31.8mm Clamp; trapaslagers: Samox BB8601, Pressfit; cranks: Shimano Cues FC-U6030-2, 46x32T; cassette: Shimano Cues CS-RS400, 11-36T; ketting: KMC xGlide; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; Stuurpen: CUBE CIS Stem +/- 6°, FPI-Link; stuur: Cube Compact Race Bar 31.8 5° 120 NF; stuurlint: ACID Bartape RC 3.0; banden: Continental Grand Prix, Kevlar, 32-622; zadel: ACID Nuance Lite; zadelpen: CUBE Performance Post, 27.2mm; gewicht: 10,4 kg",https://www.cube.eu/nl-nl/cube-attain-race-glacier-n-black/1130300,
Cube,Attain SLX,,2026-09-23,road-race,aluminium,Shimano 105,,,schijfrem,9.9,1299.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: Aluminium 6061 T4/T6 Superlite, Road Comfort Geometry, Integrated Cable Routing, Flat Mount Disc, Integrated Seatpost Clamp, 12x142mm, AXH; maat: 47cm, 50cm, 53cm, 56cm, 58cm, 60cm, 62cm; starre vork: CUBE CSL Race C:62 Disc, Full Carbon, 1 1/8"" - 1 1/4"" Tapered, Flat Mount, 12x100mm; achterderailleur: Shimano 105 ST-R7120; remmen: Shimano 105 BR-R7170, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Shimano 105 FD-R7100, 31.8mm Clamp; trapaslagers: Shimano BB-RS500PB, Pressfit; cranks: Shimano 105 FC-R7100, Hollowtech II, 50x34T; cassette: Shimano 105 CS-R7101, 11-34T; ketting: Shimano CN-M6100; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; Stuurpen: CUBE CIS Stem +/- 6°, FPI-Link; stuur: Cube Compact Race Bar 31.8 5° 120 NF; stuurlint: ACID Bartape RC 3.0; banden: Continental Grand Prix TR, Kevlar, 32-622; zadel: ACID Nuance Lite; zadelpen: CUBE Performance Post, 27.2mm; gewicht: 9,9 kg",https://www.cube.eu/nl-nl/cube-attain-slx-black-n-chrome/1130600,
Cube,Cross Race C:62 Pro,,2026-09-23,cyclocross,carbon,SRAM Rival,ja,,schijfrem,8.6,2499.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: C:62® Advanced Twin Mold Technology, Internal Cable Routing, Integrated Seat Post Clamp, Flat Mount Disc, AXH, 12x142mm; maat: 50cm, 53cm, 56cm, 58cm, 61cm; starre vork: CUBE Cross Race Disc C:68X®, Integrated Cable Routing, Flat Mount Disc; achterderailleur: Sram Rival AXS™ E1; remmen: Sram Rival AXS™ E1 HRD, Hydr. Disc Brake, Flat Mount (160/160); trapaslagers: Sram DUB Road Wide, Pressfit; cranks: Sram Rival XPLR E1 Wide, DUB, 40T; cassette: Sram Rival XG-1250 D1, 10-36T; ketting: Sram Rival E1; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; Stuurpen: CUBE CIS Stem +/- 6°, FPI-Link; stuur: CUBE Compact Race Bar 31.8 5° 120 NF; stuurlint: ACID Bartape RC 2.5; banden: Schwalbe X-One Allround, PerfL, Kevlar, 33-622; zadel: ACID Nuance Pro; zadelpen: Cube Performance Post, 27.2mm; gewicht: 8,6 kg",https://www.cube.eu/nl-nl/cube-cross-race-c-62-pro-greenfusion-n-black/1139200,
Cube,Cross Race C:62 Race,,2026-09-23,cyclocross,carbon,Shimano Ultegra,ja,,schijfrem,7.9,3299.00,EUR,NL,prijs cube.eu/nl-nl op 2026-09-23,"frame: C:62® Advanced Twin Mold Technology, Internal Cable Routing, Integrated Seat Post Clamp, Flat Mount Disc, AXH, 12x142mm; maat: 50cm, 53cm, 56cm, 58cm, 61cm; starre vork: CUBE Cross Race Disc C:68X®, Integrated Cable Routing, Flat Mount Disc; achterderailleur: Shimano Ultegra Di2 ST-R8170; remmen: Shimano Ultegra BR-R8170, Hydr. Disc Brake, Flat Mount (160/160); voorderailleur: Shimano Ultegra Di2 FD-R8150-F; trapaslagers: Shimano SM-BB71-41B, 86mm Pressfit; cranks: Shimano Ultegra FC-R8100, Hollowtech II, 46x36T, 4iiii Precision 3+ Powermeter one side; cassette: Shimano Ultegra CS-R8101, 11-34T; ketting: Shimano CN-M8100; balhoofdlagers: Acros, Top Integrated 1 1/2"" w/ Integrated Cable Routing, Bottom Integrated 1 1/4""; stuurlint: ACID Bartape RC 2.5; banden: Schwalbe X-One R, EvoL, Kevlar, 33-622; zadel: ACID Nuance Pro; zadelpen: Newmen Advanced, Carbon, 27.2mm; gewicht: 7,9 kg",https://www.cube.eu/nl-nl/cube-cross-race-c-62-race-carbon-n-crisscross/1139300,
